Solicitud de pedido;Descripción Material;Descripción Servicio;MES;Moneda;Texto Solicitud Pedido;Nombre área solicitante;Fecha Lib. Solped;Denominación GrpComp;Valor total Pedido
1000024745;COMPRA 5 BONOS H&M;PREMIOS - BONOS;julio;COP; compra de cinco (5) bonos de regalo de H<(>&<)>M, cada uno por valor de $100.000, para un total de $500.000.  La adquisición d;EDUCACIÓN CONTINUADA PROYECTOS;21/08/2026;BONOS ;500.000,00
1000024771;Alojamiento en Cali - JCALDERON;ALOJAMIENTO;julio;COP; Alojamiento para evento IV Congreso Internacional de Biblioteca CIBIC Ciudad Cali Colaborador Jacqueline Calderón Rojas Fecha;BIBLIOTECA;06/08/2026;ARRENDAMIEN Y ALQU;0
1000024665;Otro si 10 OPS 2330 Mejoras y Evolutivos;;julio;COP; Otro si 10 OPS 2330 Mejora y Evolutivos SAP Supervisor: Luz H Pineda Proveedor: Consultoría Organizacional Valor de la compra:;PROYECTOS TECNOLÓGICOS;04/08/2026;LICENCIAS Y SUBSCR;0
1000024706;POLIZA DIADF;SEGUROS POLIZAS CUMPLIMIENTO;julio;COP; POLIZA proceso 201-COGFM DIADF 2026 1505005249101 SEGUROS BOLIVAR;DIRECCIÓN DE EXTENSIÓN COMERCIAL;30/07/2026;SEGUROS;83.300,00
1000024770;Tiquetes para Cali evento CIBIC;PASAJES AEREOS;julio;COP; Tiquetes para asistir al Congreso Internacional de Biblioteca CIBIC 2026 Destino Bogotá a Cali el 11 agosto en la mañana y Re;BIBLIOTECA;25/08/2026;VIAJES;474.922,00
1300003391;PASAJ TERREST RUBERTH 31 JUL AL 01 AGO;PASAJES TERRESTRES;julio;COP; NOMBRE DEL PROFESOR: PEREZ MARIN RUBERTH ALEXANDER CC: 75077266 UNIDAD DE ESTUDIO: POP INICIATIVA Y EMPREND SOSTENIBLE M5G2 FEC;FACULTAD DE ADMINISTRACION;30/07/2026;VIAJES;1.125.000,00
1300003403;Tiquetes  II Congreso Internacional de I;PASAJES AEREOS;julio;COP; compra tiquetes bogotá bucaramanga bogotá para  II Congreso Internacional de Ingeniería por valor de 1935784 por 3 estudiant;GERENCIA DE INTERNACIONALIZACIÓN Y RELACIONES INSTITUCIONALES;31/08/2026;VIAJES;1.935.788,00
1000024755;Acciones de construcción de paz desde la;HONORARIOS GESTION DEL CONOCIMIENTO;julio;COP; Proveedor: JUAN CARLOS VELÁSQUEZ SÁNCHEZ RUT: 80227806 BP: 1000011348 Servicio Profesionas: Corrección de estilo 1- REAN_99.;PUBLICACIONES CIENTIFICAS Y DOCENTES;03/08/2026;SERVICIOS PROFESIO;1.570.580,00
1000024772;Diseño editorial portafolio SBN;INGRESOS TERCEROS;julio;COP; Diseño de portafolio de soluciones basadas en la naturaleza (SBN) y desarrollo de Landing page - proyecto Territorio vivo  Pro;RECTORÍA;31/07/2026;SERVICIOS PROFESIO;7.497.000,00
1000024756;LICENCIAS Vidnoz;LICENCIAS Y SOFTWARE;julio;USD; Vidnoz WISE REWARD LTD EIN: 99-2583655 5900 BALCONES DRIVE SUITE 100 AUSTIN, TX 78731  Vidnoz AI - Plan de negocios anual de 36;MEDIACIONES DIDÁCTICAS;11/08/2026;SOFTWARE ;1.600,00
1000024766;TRANSPORTE X 2;TRANSPORTE FLETES ACARREOS;julio;COP; La presente contratación se realiza en el marco del Convenio CAR-CONV-ASO-3120-2024, suscrito entre la Corporación Autónoma;CONTRATACIÓN PÚBLICA;04/08/2026;TRANSPORTE ;3.475.000,00
1000024759;207 títulos con 338 accesos;;julio;COP;" Renovación suscripción ""Biblioteca digital Ediciones de la U"" Suscripción anual durante el periodo 14 Agosto 2026 al 13 Agos";BIBLIOTECA;13/08/2026;LIBROS ELECTRONICO;20.300.280,00
1000024778;STAND Expo estudiantes;ALQUILER STAND - CARPAS;julio;COP; STAND EXPO ESTUDIANTES STRUKTUR SEPTIEMBRE IVA INCLUIDO;POSGRADO;28/08/2026;INSTITUCIONALES ;24.990.000,00
1000024780;Chaquetas para Biblioteca;ACTIV CULTURALES CIVICAS Y DEPORTIVAS;julio;COP; Compra de chaquetas institucionales para Biblioteca en color gris con negro;BIBLIOTECA;20/08/2026;DOTACIÓN Y ELEM. D;1.571.038,00
1000024666;DIPLOMAS Y CALIGRAFIAS EXTENSION;;julio;COP; IMPRESIÓN DIGITAL EN VINILO ADHESIVO;EDUCACIÓN CONTINUADA PROYECTOS;04/08/2026;IMPRESOS ;464.100,00
1000024757;DIPLOMAS Y CALIGRAFIAS EXTENSION;;julio;COP; SERVICIOS AUROS MES JULIO PARA PAGO EN AGOSTO;FORMACIÓN A LA MEDIDA;24/08/2026;IMPRESOS ;7.241.125,00
1000024776;SERV. VIGILANCIA EVENTO ONIC;VIGILANCIA;julio;COP; SERVICIO VIGILANCIA APOYO EVENTO ONIC 30.07.2026;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;03/08/2026;ASEO Y CAFETERIA ;192.098,00
1000024777;gasto cancelacion de bonos;OTROS SERVICIOS;julio;COP; coreccion ordenes de compra duplicadas bonos BIG PASS;VICERRECTORÍA ADMINISTRATIVA Y FINANCIERA;31/07/2026;BONOS ;94.032,00
1000024746;Licencia Sofware ZLZ Anime Shader;LICENCIAS Y SOFTWARE;julio;USD; Proveedor: UNITY ASSET STORE. BP: 1000293548 Compra:Liciencia de Sofware ZLZ Anime Shader Valor: 54,99 USD;UNIDAD DE DESARROLLO;31/07/2026;LICENCIAS Y SUBSCR;54,99
1000024747;Licencias Sofware POLYGONPaquete de tien;LICENCIAS Y SOFTWARE;julio;USD; Proveedor: UNITY ASSET STORE. BP: 1000293548 Compra:  Liciencia de POLYGONPaquete de tiendas Arte de Synty Valor: 199,99;UNIDAD DE DESARROLLO;31/07/2026;LICENCIAS Y SUBSCR;199,99
1000024758;Renovación suscripción SIBILA 2026;SUSCRIPCIONES BASES DE DATOS;julio;COP; Renovación de suscripción anual de SIBILA 2026 a 2027 Periodo de suscripción: 16 de octubre 2026 al 15 de octubre 2027 Forma;BIBLIOTECA;01/09/2026;LICENCIAS Y SUBSCR;5.843.250,00
1000024775;POLIZA CUMPLIMIENTO FAMISANAR;CUMPLIMIENTO;julio;COP; Póliza Contrato CONSULTORÍA No. CO 3103 - ANDI Póliza a la cual accede N°:1540132643601;DIRECCIÓN DE EXTENSIÓN COMERCIAL;31/07/2026;SEGUROS;142.243,00
1000024774;Capacitacion Paula Latorre 2026;HONORARIOS ASESORIA TECNICA;julio;COP; Formacion Flujo de caja Colaboradora: Paula Latorre Valor: $1.116.368;EVALUACIÓN Y DESARROLLO INTEGRAL;10/08/2026;SERVICIOS PROFESIO;1.116.368,00
1000024781;APOYO EVENTO;SERVICIOS PARA EVENTOS;julio;COP; SOLICITUD DE SERVICIO DE PERSONAL LOGISTICO Y BRIGADISTAS PARA EVENTO EVENTO NUEVO COMPRADOR - CAMACOL . PROVEEDOR ADVANTAGE;GESTIÓN COMERCIAL EVENTOS EXTERNOS;04/08/2026;SERVICIOS PROFESIO;2.303.840,00
1000024784;Servicio limpieza y desinfección Bibliot;OTROS SERVICIOS;julio;COP; Servicio de Limpieza y desinfección para el control de microorganimos nocivos en el material bibliográfico de la Biblioteca U;BIBLIOTECA;18/08/2026;SERVICIOS PROFESIO;0
1000024164;¿Qué Prefieres Ser: Empresario Joven O E;;junio;COP; Compra de libros electrónicos por accesos relacionados en el acta de compra 003 de 2026. Proveedor Ediciones de la U. Periodo;BIBLIOTECA;02/06/2026;LIBROS ELECTRONICO;1.365.000,00
1000024163;SUMINISTRO E INSTALACIÓNBACKING;SERVICIOS PARA EVENTOS;junio;COP; SOLICITUD DE BACKINGS PARA EVENTO FINTECH. PROVEERDOR KATODE.;GESTIÓN COMERCIAL EVENTOS EXTERNOS;05/06/2026;IMPRESOS ;2.460.000,00
1000024195;Guida per stranieri alla letteratura ita;;junio;COP; Compra libros impresos de italiano para Biblioteca relacionado en Acta 003 2026 Proveedor Lenguas Modernas Editores Contacto Mi;BIBLIOTECA;03/06/2026;LIBROS ;1.536.000,00
1000024197;SEÑALES. Dimensiones: Ancho 79,13 cm x A;PROMOCION DIVULGACION;junio;COP; SOLICITUD DE CASOS Actividad:  Avisos para uso de servicio médico y atención psicosocial Descripción: Avisos informativos di;BIENESTAR UNIVERSITARIO;02/06/2026;IMPRESOS ;376.257,00
1000024147;Alimentación equipo logistico mesas de a;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);junio;COP; Alimentación equipo logistico mesas de autoevaluación Renovación Acreditación Institucional;OFICINA DE PROYECTOS PMO;03/06/2026;ALIMENTACION Y REF;939.600,00
1000024183;Auxiliar de servicio;SERVICIOS PARA EVENTOS;junio;COP; ADICIONALES DE SERVICIO DE ALIMENTACIÓN EVENTO CONEXIÓN 2026 CANAL UNO .PROVEEDOR GRUPO PROMO.;GESTIÓN COMERCIAL EVENTOS EXTERNOS;02/06/2026;ALIMENTACION Y REF;642.600,00
1000024196;REFRIGERIO;COCTEL - ESTACION (CAFE, AROMATICA, AGUA;junio;COP; Solicitud Café visita Policía 3 de junio  cotización y gestión de un servicio de café y amasijos para un espacio que tend;PREGRADO;02/06/2026;ALIMENTACION Y REF;200.000,00
1000024199;CONCILIACION TC;GASTOS DE REPRESENTACION;junio;COP; CONCILIACION TARJETA DE CREDITO GASTO REPRESENTACION MISTRAL;CONSULTORIA PRIVADA;04/06/2026;ALIMENTACION Y REF;160.939,00
1000024179;MANTENIMIENTO BALANZAS DE LABORATORIO;MANTENIMIENTO MAQUINARIA Y EQUIPO;junio;COP; Mantenimiento balanzas de laboratorio Proveedor: Dimssa SAS BP: 1000275067;LABORATORIOS DE INGENIERÍA;03/06/2026;ELEM. LABORATORIO ;3.998.400,00
1000024184;Balon rotavapor N/S 29/32 250ml;;junio;COP; Balones de evaporación esmerilados Proveedor: Química Vital SAS BP: 1000356047;LABORATORIOS DE INGENIERÍA;03/06/2026;ELEM. LABORATORIO ;633.913,00
1000024200;MANTENIMIENTO PLANCHAS DE CALENTAMIENTO;MANTENIMIENTO MAQUINARIA Y EQUIPO;junio;COP; Mantenimiento  planchas de calentamiento, turbidimetro y baterias Proveedor: Dimssa SAS BP: 1000275067;LABORATORIOS DE INGENIERÍA;03/06/2026;ELEM. LABORATORIO ;3.355.800,00
1000024198;POLIZA CONVENIO CAR;SEGUROS  POLIZAS;junio;COP; pólizas Convenio CAR-CONV-ASO-3120-2024 EAN LIBERTY SEGUROS;DIRECCIÓN DE EXTENSIÓN COMERCIAL;02/06/2026;SEGUROS;1.099.080,00
1300003283;Aloja. Argentina x Fredy Reyes;ALOJAMIENTO;junio;COP; Pago por Reserva de Alojamiento en el hotel Argenta Suites Belgrano, para FREDY JAVIER REYES NEGRETE, quien viajó a Buenos Air;GERENCIA DE INTERNACIONALIZACIÓN Y RELACIONES INSTITUCIONALES;16/06/2026;VIAJES;2.387.465,00
1300003284;Tqte a Leticia-Fabricio Ferreira;PASAJES AEREOS;junio;COP; Compra de TIQUETE para FABRICIO DE SOUZA FERREIRA y SOFIA MORRAYE, quienes viajarían a Leticia, Amazonas - Colombia, para real;GERENCIA DE INTERNACIONALIZACIÓN Y RELACIONES INSTITUCIONALES;16/06/2026;VIAJES;2.452.492,00
1300003285;Tqte a China x Adriana P. Martínez;PASAJES AEREOS;junio;COP; Compra de TIQUETE para ADRIANA PAOLA MARTINEZ VARGAS, quien se desplazó a Shanghai - China, del 18 al 27 de mayo de 2026, para;GERENCIA DE INTERNACIONALIZACIÓN Y RELACIONES INSTITUCIONALES;16/06/2026;VIAJES;7.154.096,00
1300003286;5 Tqtes x Barranquilla-ACOFI 2026;PASAJES AEREOS;junio;COP; Compra de 5 TIQUETES para el Prof. LEONARDO ANDRES PEREZ CORTES y los Est. MARIA JOSE BARBOSA ESTUPINAN, MARIA ALEJANDRA ROZO A;GERENCIA DE INTERNACIONALIZACIÓN Y RELACIONES INSTITUCIONALES;16/06/2026;VIAJES;5.745.280,00
1300003287;Tqte. a Miami-Jeffrey León P.;PASAJES AEREOS;junio;COP; Compra de TIQUETE para JEFFREY LEON PULIDO quien viajó a Miami, Florida - EEUU, para participar en la celebración de los 20 a;GERENCIA DE INTERNACIONALIZACIÓN Y RELACIONES INSTITUCIONALES;16/06/2026;VIAJES;2.402.229,00
1300003288;3 Tqtes x Pereira-ACOFI 2026;PASAJES AEREOS;junio;COP; Compra de 3 TIQUETES para el Prof. JOSE ALEXANDER FUENTES MONTOYA y las Est. LINA JULIANA RAMIREZ SANCHEZ y ANNY LINSDEY SANDOV;GERENCIA DE INTERNACIONALIZACIÓN Y RELACIONES INSTITUCIONALES;16/06/2026;VIAJES;1.459.263,00
1000024146;PLATAFORMA INFORMA COLOMBIA;HONORARIOS ASESORIA TECNICA;junio;COP; SERVICIO CONSULTA PLATAFORMA INFORMA COLOMBIA POR 12 MESES  Valor $ 29.773.800;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;01/06/2026;SERVICIOS PROFESIO;29.773.800,00
1000024203;STICKERS;IMPRESOS PUBLICACIONES;junio;COP; STICKERS CON DISEÑO: Dimensiones: 8 cm x 8 cm. Impresión digital sobre vinilo adhesivo blanco, tintas UV. Corte de contorno e;PERMANENCIA ESTUDIANTIL;03/06/2026;IMPRESOS ;329.504,00
1000024204;PENDON;IMPRESOS PUBLICACIONES;junio;COP; ROLLUP PORTA PENDÓN - TIPO 01. Dimensiones: 1 m x 2 m. Estructura retráctil en aluminio. Incluye maletín sencillo. Impresió;PERMANENCIA ESTUDIANTIL;03/06/2026;IMPRESOS ;298.928,00
1000024148;Refrigerios VAF;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);junio;COP; refrigerios para evento entrega de chaquetas y desayunos despedida de personal de recursos financieros proveedor frutice;VICERRECTORÍA ADMINISTRATIVA Y FINANCIERA;03/06/2026;ALIMENTACION Y REF;1.320.565,00
1000024201;compra de refrigerios;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);junio;COP; compra de refrigerios Evento retos )hackathon a cargo de Jaime Reyes   con la caferteria del 6 piso del edificio legacy  doeato;VICERRECTORÍA DE INNOVACIÓN ACADÉMICA;03/06/2026;ALIMENTACION Y REF;164.800,00
1000024202;Refrigerios Salida Empresarial - Semille;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);junio;COP; Caso mesa de servicios: 81524. Refrigerios Salida Empresarial 05 de junio / 2026. Costo $12.500 bebida en botella de vidrio, co;DIRECCIÓN DE INVESTIGACIONES;04/06/2026;ALIMENTACION Y REF;472.500,00
1000024165;Solución electrolítica oxígeno (30 ml);;junio;COP; Solución electrolítica oxígeno (30 ml) - HANNA Proveedor: Química Vital SAS BP: 1000356047;LABORATORIOS DE INGENIERÍA;17/06/2026;ELEM. LABORATORIO ;198.730,00
1000024210;BONOS ACTIVACION EAN VIRTUAL;PROMOCION DIVULGACION;junio;COP; TARJETA REGALO BANO DE ACTIVACION EAN VIRTUAL DISFRAZ MELI BIGPASS;PREGRADO;02/06/2026;BONOS ;255.977,00
1000024167;RENOVACION DATASPHERE LICENCIAS SAC 2026;;junio;USD; RENOVACION DATASPHERE Y LICENCIAS SAC 2026  Supervisor: Yerly García  Proveedor: MQA BUSINESS CONSULTANTS S.A.S  Valor de la c;ANALYTICA;17/06/2026;LICENCIAS Y SUBSCR;0
1300003229;Tiquetes Barranquilla ENEIQ;PASAJES AEREOS;junio;COP; Tiquetes Bogota - Barranquilla - Bogota para ENEIQ por valor de 3.951.936 para los estudiantes: Esteban aldemar, Michael Peña,;GERENCIA DE INTERNACIONALIZACIÓN Y RELACIONES INSTITUCIONALES;18/06/2026;VIAJES;3.951.948,00
1300003300;Pasaje Alejandro Kerpel Newyork;PASAJES AEREOS;junio;COP; Tiquete Aejandro Kerpel a Newyork por valor de 4.789.216.;GERENCIA DE INTERNACIONALIZACIÓN Y RELACIONES INSTITUCIONALES;18/06/2026;VIAJES;4.789.217,00
1000024166;Liquidación de regalías del 01 de ener;GASTOS DE REGALIAS;junio;COP; Liquidación de regalías del 01 de enero de 2025 a 31 de diciembre de 2025 correspondiente a la venta de 110 libros de la ob;PUBLICACIONES CIENTIFICAS Y DOCENTES;09/06/2026;SERVICIOS PROFESIO;1.576.292,00
1000024206;Agencia de Marketing LCSOLARTE;PROMOCION DIVULGACION;junio;USD; Esta propuesta tiene los siguientes objetivos a cumplir: Servir como agencia interna de EAN X para el manejo de su marketing en;EAN X PROYECTOS;26/08/2026;SERVICIOS PROFESIO;65.000,00
1000024207;MTTO. Y REVERDERIZACION MATERAS CANOPY;SERVICIO MANTO. CONSTRUCCIONES Y EDIFICA;junio;COP; MANTENIMIENTO Y REVERDERIZACION ZONAS MATERAS CANOPY URBANO  Valor $9.612.000 Proveedor Nucleo Ambiental;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;09/06/2026;SRV MTTO INFRAESTR;6.000.000,00
1000024208;ASI Y MTTO JARDINES CANOPY Y EXTERIORES;SERVICIO MANTO. CONSTRUCCIONES Y EDIFICA;junio;COP; MANTENIMIENTO Y ASISTENCIA TECNICA DE LOS JARDINES UBICADOS EN EL CANNOPY URBANO Y ZONAS EXTERIORIORES CAMPUS NOGAL, PLANTAS Y;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;12/06/2026;SRV MTTO INFRAESTR;22.800.000,00
1000024209;Transporte 05/Junio;TAXIS BUSES;junio;COP; Caso mesa de servicios:81645. Visita Empresarial BANCO DE LA REPUBLICA. Personas: 35. Fecha: Viernes 5 de junio de 2026. Recorr;DIRECCIÓN DE INVESTIGACIONES;04/06/2026;TRANSPORTE ;700.000,00
1000024211;CABIFY RECTORIA MAYO 2026;TAXIS BUSES;junio;COP; SERVICIO DE TRANSPORTE CABIFY DEL MES MAYO PARA PAGO EN JUNIO POR VALOR DE $1.753.670. LAS ÁREAS SON: RECTORIA, INNOVACIONTRAN;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;09/06/2026;TRANSPORTE ;1.753.670,00
1000024230;PENDONES MAESTRIAS;PROMOCION DIVULGACION;junio;COP;  PENDÓN TIPO ARAÑA - TIPO DE LUJO. Dimensiones: 100 cm x 200 cm. Impresión digital sobre banner mate blackout con ojaletes.;PREGRADO;17/06/2026;INSTITUCIONALES ;835.622,00
1000024232;PAUTA SAPIENCIA;PROMOCION DIVULGACION;junio;COP; PAUTA SAPIENCIA;REGIONES;24/06/2026;INSTITUCIONALES ;6.000.000,00
1000024233;PAUTA GOBERNACION DE CUNINAMARCA;PROMOCION DIVULGACION;junio;COP; PAUTA GOBERNACION DE CUNDINAMARCA;REGIONES;16/06/2026;INSTITUCIONALES ;2.000.000,00
1000024213;Almuerzo gourmet;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);junio;COP; SOLICITUD ADICXIONAL DE SERVICIO DE BEBIDAS ENVENTO QS Quacquarelli Symonds   PROVEEDOR GRUPO PROMO.;GESTIÓN COMERCIAL EVENTOS EXTERNOS;09/06/2026;ALIMENTACION Y REF;2.003.535,00
1000024223;ADICIONALES GRADOS ALMUERZO;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);junio;COP; ADICIONALES DE GRADOS ALIMENTOS PROVEEDOR: GRUPO PROMO;PROTOCOLO Y GESTIÓN DE EVENTOS INTERNOS;04/06/2026;ALIMENTACION Y REF;148.620,00
1000024222;NINHIDRINA;;junio;COP; Compra de reactivos para laboratorio Proveedor: Auros Químicos Ltda BP: 1000011817;LABORATORIOS DE INGENIERÍA;17/06/2026;ELEM. LABORATORIO ;643.876,00
1000024221;VALOR CARGA;PROMOCION DIVULGACION;junio;COP; RECARGA PROMOTORES MES MAYO BIGPASS;EDUCACIÓN CONTINUADA COMERCIAL;04/06/2026;BONOS ;5.229.539,00
1000024231;Pago artículo de investigación MDPI;INSCRIPCION EVENTOS NACIONAL - INTERNACI;junio;USD;" Caso mesa de servicios:81667. Publicación artículo de investigación:  ""Green Chemistry and Computational Energy Analysis for";DIRECCIÓN DE INVESTIGACIONES;04/06/2026;LICENCIAS Y SUBSCR;2.762,66
1000024168;SEGURO DE CONSTRUCCIÓN CL 71;;junio;COP; POLIZA SEGURO DE CONSTRUCCIÓN Póliza No.: 034001033856 VALOR ASEGURADO $10.569.488.213 VIGENCIA  DESDE  05 DE MAYO DE  2026 H;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;03/06/2026;SEGUROS;17.608.768,00
1000024169;SEGURO DE CONSTRUCCIÓN CL 72;;junio;COP; SEGURO CONSTRUCCIÓN PÓLIZA NO.: 034001033865 VALOR ASEGURADO: $78.969.135.337 VIGENCIA: DESDE EL 05 DE MAYO DE 2026 HASTA EL;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;03/06/2026;SEGUROS;75.178.615,00
1000024220;SEGURO DE RESPONSABILIDAD CIVIL E. CL 72;;junio;COP; SEGURO DE RESPONSABILIDAD CIVIL EXTRACONTRACTUAL PÓLIZA NO.: 013001070644 VALOR ASEGURADO: $10.000.000.000 VIGENCIA: DESDE EL;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;04/06/2026;SEGUROS;26.577.871,00
1000024212;Juzgamiento deportivo futsala un solo ar;ACTIV CULTURALES CIVICAS Y DEPORTIVAS;junio;COP; SOLICITUD DE CASOS Actividad: Juzgamiento Torneos Internos Descripción: Pago de juzgamiento de los torneos internos de fútbol;BIENESTAR UNIVERSITARIO;03/06/2026;SERVICIOS PROFESIO;2.235.900,00
1000024224;SERV. VIGILANCIA EVENTO BANCO INTERAMERI;VIGILANCIA;junio;COP; SERVICIO APOYO VIGILANCIA EVENTO BANCO INTERAMERICANO;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;05/06/2026;SERVICIOS PROFESIO;393.832,00
1000024225;SERV. VIGILANCIA GRABACION GUAYACAN ESTU;VIGILANCIA;junio;COP; SERVICIO VIGILANCIA APOYO GRABACION GUAYACAN ESTUDIOS;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;05/06/2026;SERVICIOS PROFESIO;522.547,00
1000024226;SERV. ASEO EVENTO BIME;ASEO;junio;COP; SERVICIO ASEO APOYO EVENTO BIME;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;05/06/2026;SERVICIOS PROFESIO;1.927.645,00
1000024235;RENOVACION LW X 12 MESES;;junio;USD; Renovación proveedor LEARNWORLDS por 8388 USD, por el monto no va a comité de compras. Caso No. 81228 En 2022 se adelantó el;EAN X PROYECTOS;19/06/2026;ACTIVOS Y/O EQUIPO;8.388,00
1000024244;SERVICIO DE TRANSPORTE;TRANSPORTE PERSONAS;junio;COP; TRANSPORTE A EVENTOS Municipio de Tabio: 05 de junio Colegio Gabriel Echavarría, Madrid: 19 de junio RUTANSCOL;PREGRADO;05/06/2026;TRANSPORTE ;450.000,00
1000024243;ACIDO NITRICO AAL 65%;INGRESOS TERCEROS;junio;COP; Creación de caso:81726. Compra de proyecto externo: Biomonitoreo de metales. ACIDO NITRICO AAL 65% PEROXIDO DE HIDROGENO AL 30;DIRECCIÓN DE INVESTIGACIONES;05/06/2026;ELEM. LABORATORIO ;800.275,00
1000024228;Membresía NDLTD 2026;LICENCIAS Y SOFTWARE;junio;USD; Afiliación a la membresía Networked Digital Library of Theses and Dissertations (NDLTD)para el año 2026. El pago se realiza;BIBLIOTECA;12/06/2026;LICENCIAS Y SUBSCR;300
1000024240;Conciliacion TC ITAU GOOGLE MAY;AVISOS Y PROPAGANDA;junio;COP; Conciliación TC 1474 ITAÚ Pauta Google Ads mayo;EAN X PROYECTOS;09/06/2026;LICENCIAS Y SUBSCR;670.899,00
1000024241;Conciliacion TC ITAU TICTOK PROM MAY;AVISOS Y PROPAGANDA;junio;COP; Conciliación TC 1474 ITAÚ Pauta TIKTOK PROMOTE Mayo;EAN X PROYECTOS;09/06/2026;LICENCIAS Y SUBSCR;333.136,00
1000024242;Conciliacion TC ITAU FACEBOOK MAY;AVISOS Y PROPAGANDA;junio;COP; Conciliación TC 1474 ITAÚ FACEBOOK Mayo;EAN X PROYECTOS;09/06/2026;LICENCIAS Y SUBSCR;7.942.626,00
1000024246;CERTIFICADO JUNTA CENTRAL DE CONTADORES;TRAMITES LICENCIAS;junio;COP; TRAMITE CERTIFICADOS JUNTA CENTRAL DE CONTADORES ANTICIPO Se requiere la compra de dos (2) certificados, uno correspondiente a;DIRECCIÓN DE EXTENSIÓN COMERCIAL;09/06/2026;LICENCIAS Y SUBSCR;90.000,00
1000024227;libro Humanise Guía para un“maker” sob;HONORARIOS GESTION DEL CONOCIMIENTO;junio;COP;" Ella Johanna Suárez Pérez BP: 1000174330 RUT 52.424.219-5 Servicio:Libro Humanise. Guía para un ""maker"" sobre cómo construi";PUBLICACIONES CIENTIFICAS Y DOCENTES;05/06/2026;SERVICIOS PROFESIO;3.372.800,00
1000024234;APOYO EVENTO;SERVICIOS PARA EVENTOS;junio;COP; SOLICITUD DE PERSONAL DE LOGISTICA PARA QUINTA TEMPORADA PETROVERSO.                 PROVEEDOR ADVANTAGE.;GESTIÓN COMERCIAL EVENTOS EXTERNOS;24/06/2026;SERVICIOS PROFESIO;2.964.290,00
1000024236;CONSTRUCTION MONTH 6;;junio;USD; HEATHERWICK ADITIONAL CONSTRUCTION-MONTH 6 $22.157 DOLARES AMERICANOS Activo: 130000002 10600801  CONSTRUCCIONES EN CURSO 16150;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;10/06/2026;SERVICIOS PROFESIO;22.157,00
1000024245;PROMOTOR BUCARAMANGA;PROMOCION DIVULGACION;junio;COP; PROMOTOR FERIA BUCARAMANGA *Suministro de personal promotor jornada de 8 horas.;REGIONES;05/06/2026;SERVICIOS PROFESIO;297.203,00
1000024214;VARIADOR FRECUENCIA ASCENSOR 3 FUNDADORE;MANTENIMIENTO MAQUINARIA Y EQUIPO;junio;COP; SERVICIOS MTTO CORRECTIVO - CAMBIO DE VARIADOR DE VELOCIDAD DEL ASCESNSOR N° 3 SCHINDLER DEL EDIFICIO FUNDADORES  Se justifica;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;09/06/2026;SRV MTTO INFRAESTR;19.779.078,00
1000024170;BROCHURES REGIONAL;PROMOCION DIVULGACION;junio;COP;  VOLANTE. Dimensiones: Media carta 21,5 cm x 14 cm. Impresión litográfica sobre papel propalcote 150 gr. 4x0 (una cara). 15.0;REGIONES;05/06/2026;INTERNACIONALES ;2.011.100,00
1000024185;MIC. SHURE TECHO SALA JUNTAS PISO 10;;junio;COP; SUMINISTRO E INSTALACION DE MICROFONO SHURE DE TECHO PARA SALA DE JUNTAS PISO 10 - SALA GENERAL  Valor $22.133.160 Proveedor In;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;09/06/2026;ACTIVOS Y/O EQUIPO;22.133.160,00
1000024216;EASY TAXI RECTORIA MAYO 2026 IVA;TAXIS BUSES;junio;COP; SERVICIO DE TRANSPORTE EASY TAXI DEL MES DE MAYO PARA PAGO EN JUNIO POR VALOR DE $6.785.889. LAS ÁREAS SON: RECTORIA, DR-EAN-S;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;19/06/2026;TRANSPORTE ;6.785.889,00
1000024247;CONCILIACION TC MISTRAL;GASTOS DE REPRESENTACION;junio;COP; CONCILIACION TC GASTOS DE REPRESENTACION VARIOS PROVEEDORES;DIRECCIÓN DE EXTENSIÓN COMERCIAL;09/06/2026;ALIMENTACION Y REF;434.086,00
1000024249;REFRIGERIO;GASTOS DE REPRESENTACION;junio;COP; refrigerio reunión con la Agencia Logística del Ministerio de Defensa grupo promo;DIRECCIÓN DE EXTENSIÓN COMERCIAL;09/06/2026;ALIMENTACION Y REF;281.000,00
